Ticker,Nama,Sektor,Industri,Periode,Basis,MataUang,Diperbarui,Saham,EPS,BVPS,DPS,Omzet,LabaBersih,EBITDA,EBIT,MarginKotor%,MarginOperasi%,MarginBersih%,ROE%,ROA%,TotalUtang,Kas,UtangBersih,TotalAset,Ekuitas,DER,UtangBersih/EBITDA,CurrentRatio,QuickRatio,InterestCoverage,OCF,Capex,FCF,OCF/Laba,Payout%,OmzetYoY%,LabaYoY%,OmzetCAGR3%,LabaCAGR3%,TahunLabaNaik,SahamYoY%
MASB,Bank Multiarta Sentosa Tbk.,Financial Services,Banks - Regional,2026-06-30,TTM-gabungan,IDR,2026-08-10,1402010763.0,151.934,2938.7062,23.0,1121731102383.0,213013063329.0,,,,,18.99,5.27,0.68,5802894000.0,4521361249983.0,-4515558355983.0,32061610597665.0,4120097664537.0,0.0,,,,,-196601799365.0,-55387485988.0,-251989285353.0,-0.92,0.0,14.2,5.0,7.8,-12.3,0.0,0.0
BALI,Bali Towerindo Sentra Tbk.,Communication Services,Telecom Services,2026-06-30,TTM-gabungan,IDR,2026-08-10,3934592500.0,45.4594,617.8938,30.0,1239043029871.0,178864162135.0,513971775026.0,494850859549.0,52.01,43.69,14.44,7.07,2.83,3528460565684.0,343866499806.0,3177831275917.0,6453574675847.0,2431160439654.0,1.45,6.18,0.63,0.51,1.78,708376880460.0,-330712432185.0,377664448275.0,3.96,65.99,-1.9,-26.2,8.2,-4.9,1.0,0.0
LPKR,Lippo Karawaci Tbk,Healthcare,Medical Care Facilities,2026-03-31,TTM-gabungan,IDR,2026-08-10,70877317769.0,5.7448,420.3004,,8588310000000.0,407174000000.0,1818104000000.0,1350119000000.0,34.62,6.9,4.74,1.37,0.79,9887016000000.0,1614517000000.0,4644987000000.0,48702211000000.0,29789762000000.0,0.33,2.55,3.9,0.45,1.7,-1505927000000.0,-159921000000.0,-1665848000000.0,-3.7,0.0,-19.3,287.4,-15.5,,2.0,0.0
PKPK,Paragon Karya Perkasa Tbk.,Industrials,Engineering & Construction,2026-06-30,TTM,IDR,2026-08-10,1200000000.0,79.9802,271.4726,,1078952186000.0,95976210000.0,177153338000.0,174750735000.0,32.51,15.28,8.9,34.54,10.45,878059000.0,229570938000.0,-228692879000.0,1078472348000.0,325767091000.0,0.0,-1.29,0.88,0.63,2935.31,204699119000.0,-44877150000.0,159821969000.0,2.13,0.0,95.5,426.8,204.4,,3.0,0.0
PALM,Provident Investasi Bersama ,Financial Services,Asset Management,2026-06-30,TTM,IDR,2026-08-10,15732874458.0,35.4719,318.2984,3.2,2034171474000.0,558074549000.0,863012480000.0,861398009000.0,98.79,48.11,27.43,11.74,6.38,3324526838000.0,251255830000.0,3073271008000.0,8410160188000.0,5007748686000.0,0.66,3.56,6.2,6.2,2.84,665518271000.0,-714200000.0,664230208000.0,1.19,9.02,-98.6,-275.2,147.7,97.6,2.0,0.0
GJTL,Gajah Tunggal Tbk,Consumer Cyclical,Auto Parts,2026-06-30,TTM-gabungan,IDR,2026-08-10,3484458600.0,456.0493,3159.1373,80.0,18142596000000.0,1589085000000.0,2541168000000.0,2425778000000.0,21.31,11.89,8.76,15.25,7.05,5805786000000.0,859070000000.0,4946716000000.0,23591378000000.0,11007883000000.0,0.53,1.95,1.47,1.03,6.57,2424903000000.0,-2572566000000.0,-147663000000.0,1.53,17.51,9.0,17.6,0.9,,3.0,0.0
TGKA,Tigaraksa Satria Tbk,Consumer Defensive,Food Distribution,2026-06-30,TTM-gabungan,IDR,2026-08-10,918492750.0,461.9198,2467.7451,315.0,13969186000000.0,424270000000.0,603112000000.0,531016000000.0,9.13,3.22,3.04,18.48,8.52,184114000000.0,493038000000.0,-308924000000.0,4991385000000.0,2266606000000.0,0.08,-0.51,1.88,1.23,33.65,721942000000.0,-62002000000.0,659940000000.0,1.7,68.33,9.7,-13.4,0.2,-5.1,0.0,0.0
DRMA,Dharma Polimetal Tbk.,Consumer Cyclical,Auto Parts,2026-06-30,TTM-gabungan,IDR,2026-08-10,4705882300.0,147.7725,579.9845,70.0,6323088493470.0,695400197239.0,938685350274.0,912017651027.0,18.03,12.34,11.0,26.75,16.41,362465292848.0,539468498050.0,34632512016.0,4426846216351.0,2729338967881.0,0.13,0.04,1.84,1.29,34.83,877576118660.0,-315993816576.0,561582302084.0,1.26,47.3,10.2,-3.2,15.0,18.3,2.0,0.0
TOTL,Total Bangun Persada Tbk,Industrials,Engineering & Construction,2026-06-30,TTM-gabungan,IDR,2026-08-10,3410000000.0,149.4345,359.7817,110.0,4284180500000.0,509571562000.0,452009205000.0,442983388000.0,17.47,10.34,11.89,40.89,12.83,0.0,864911414000.0,-864911414000.0,4195416440000.0,1226855465000.0,0.0,-1.91,1.12,1.1,,255921108000.0,-75064943000.0,180856165000.0,0.5,73.61,44.0,118.6,19.7,65.3,3.0,0.0
KRAS,Krakatau Steel (Persero) Tbk,Basic Materials,Steel,2026-06-30,TTM-gabungan,USD,2026-08-10,19346396900.0,405.639,623.0184,,19927853220000.0,7847653220000.0,12813965560000.0,12567547245000.0,7.54,-5.59,39.38,83.68,15.43,20933423280000.0,1587995585000.0,19294193435000.0,49905082700000.0,12053161670000.0,1.74,1.51,0.85,0.53,5.44,-2235103475000.0,-620087325000.0,-2855190800000.0,-0.28,0.0,53.5,114.0,-24.6,155.7,1.0,0.0
TUGU,Asuransi Tugu Pratama Indone,Financial Services,Insurance - Diversified,2026-06-30,TTM,IDR,2026-08-10,3555575600.0,234.5083,2582.3249,99.99,2780646175000.0,833811855000.0,,1091679904000.0,,,29.99,8.7,2.69,707624517000.0,389680741000.0,307641587000.0,29487507699000.0,9181651262000.0,0.08,,,,22.27,787438898000.0,-320742029000.0,466696869000.0,0.94,38.61,-117.5,94.8,17.7,27.0,2.0,0.0
MPMX,Mitra Pinasthika Mustika Tbk,Consumer Cyclical,Auto & Truck Dealerships,2026-06-30,TTM-gabungan,IDR,2026-08-10,4386142591.0,123.4953,1269.1751,170.0,16254272000000.0,541668000000.0,856176000000.0,764643000000.0,8.67,2.8,3.33,9.09,6.27,50956000000.0,1451680000000.0,-1400724000000.0,7868387000000.0,5566783000000.0,0.01,-1.64,1.61,1.42,13.04,957999000000.0,-115290000000.0,842709000000.0,1.77,144.07,-11.0,1.4,8.2,-11.3,1.0,0.16
BPII,Batavia Prosperindo Internas,Financial Services,Asset Management,2026-03-31,TTM-gabungan,IDR,2026-08-10,9884153240.0,11.3535,148.1026,14.18,1535843354297.0,112219527619.0,319542437475.0,288401615395.0,41.98,15.25,7.31,7.83,1.87,1572535308588.0,271626537752.0,1291323122760.0,6488026599775.0,1463869130266.0,1.07,4.04,1.29,1.29,2.25,114634159166.0,-628277832367.0,-513643673201.0,1.02,100.35,-14.9,-38.0,18.8,-39.2,1.0,0.0
TRIM,Trimegah Sekuritas Indonesia,Financial Services,Capital Markets,2026-03-31,TTM,IDR,2026-08-10,7109300000.0,86.6383,311.0766,1.0,969642139000.0,615937824000.0,955169638000.0,936991968000.0,84.17,6.67,63.52,32.37,9.28,3430930411000.0,823312820000.0,2572573305000.0,8844879492000.0,2211537084000.0,1.55,2.69,2.09,2.09,4.52,-1269643434000.0,-15558575000.0,-1285202009000.0,-2.06,0.0,47.8,18.6,23.0,49.5,2.0,0.0
TOBA,TBS Energi Utama Tbk.,Energy,Thermal Coal,2026-03-31,TTM-gabungan,USD,2026-08-10,8249360331.0,-237.4345,396.0295,18.56,6761851694510.0,-1958683095050.0,-1542448132445.0,-1846103163410.0,8.67,-7.41,-28.97,-40.74,-13.16,7079923165095.0,1563946607080.0,4341628108070.0,13892133127455.0,3266990019755.0,2.17,,1.27,1.2,-7.3,321217847500.0,-732961462805.0,-411743615305.0,-0.16,0.0,-20.8,-42.4,-16.8,,1.0,1.0
JTPE,Jasuindo Tiga Perkasa Tbk,Industrials,Specialty Business Services,2026-03-31,TTM-gabungan,IDR,2026-08-10,6794330000.0,48.2146,204.2257,31.0,2699371153868.0,327586051267.0,464027598028.0,460069477197.0,25.09,18.79,12.14,25.79,13.97,8000509798.0,847978712260.0,-839978202462.0,2632434598352.0,1387576942535.0,0.01,-1.81,1.67,1.17,182.18,611739723237.0,-117687732464.0,494051990773.0,1.87,35.54,-73.3,-76.9,25.0,40.3,3.0,-0.84
MARK,Mark Dynamics Indonesia Tbk.,Healthcare,Medical Instruments & Supplies,2026-06-30,TTM-gabungan,IDR,2026-08-10,3800000310.0,88.5547,234.6719,90.0,1028702898530.0,336508039121.0,447657803271.0,435408217142.0,47.27,39.57,32.71,36.98,32.94,3366350000.0,43210400397.0,-39844050397.0,1024525000893.0,891753183643.0,0.0,-0.09,4.2,2.6,390.57,329822235614.0,-33797824245.0,296024411369.0,0.98,101.64,58.3,43.5,0.5,5.3,1.0,0.0
MSTI,Mastersystem Infotama Tbk.,Technology,Information Technology Services,2026-06-30,TTM-gabungan,IDR,2026-08-10,3139416200.0,177.6595,691.0077,240.0,5485756068930.0,557746997487.0,734120756297.0,723792619810.0,17.97,12.18,10.17,25.09,17.37,99923497110.0,932278996083.0,-832355498973.0,3160161962664.0,2169360617053.0,0.05,-1.13,3.42,2.51,81.1,628296088529.0,14720169200.0,643016257729.0,1.13,68.67,-15.6,-14.3,15.8,11.2,3.0,0.0
BSWD,Bank Of India Indonesia Tbk.,Financial Services,Banks - Regional,2026-06-30,TTM-gabungan,IDR,2026-08-10,3688866845.0,18.8926,966.925,,295959053520.0,69692165006.0,,,,,23.55,1.98,0.99,2216338728.0,736758329936.0,-734541991208.0,7306694976531.0,3566857460971.0,0.0,,,,,107552955175.0,22095029227.0,129647984402.0,1.54,0.0,1.8,120.0,26.5,42.8,2.0,0.0
SURE,Super Energy Tbk.,Energy,Oil & Gas Integrated,2026-06-30,TTM-gabungan,IDR,2026-08-10,1497576771.0,1.6225,-214.7392,,681344553310.0,2429858151.0,89561056529.0,33379306080.0,31.2,4.11,0.36,-0.79,0.17,1272859188010.0,26462974761.0,1220516958116.0,1682730847897.0,-321588497915.0,-3.96,13.63,0.63,0.61,0.76,41534715482.0,-392536189184.0,-351001473702.0,17.09,0.0,89.9,81.3,11.2,,1.0,0.0
BIRD,Blue Bird Tbk.,Industrials,Railroads,2026-06-30,TTM-gabungan,IDR,2026-08-10,2502100000.0,248.1719,2443.3896,166.0,6006504000000.0,620951000000.0,962164000000.0,925550000000.0,30.73,11.32,10.34,10.21,6.59,2181901000000.0,1358091000000.0,815088000000.0,10085667000000.0,6113605000000.0,0.36,0.85,1.14,1.13,7.56,1386968000000.0,-1775827000000.0,-388859000000.0,2.23,66.94,16.7,-0.2,16.7,21.1,3.0,0.0
IATA,Karya Pacific Energy Tbk.,Energy,Thermal Coal,2026-06-30,TTM-gabungan,USD,2026-08-10,31275829981.0,1.7623,74.9052,,1297782476815.0,55116107915.0,168003605000.0,162815461105.0,44.03,17.01,4.25,2.36,1.32,1024702343225.0,21474385295.0,840795758935.0,4142531667120.0,2342723578525.0,0.44,5.0,0.77,0.23,1.72,168526535540.0,-273328346170.0,-104801810630.0,3.06,0.0,-48.1,-70.3,-25.4,-39.1,0.0,0.0
JECX,Nitrasanata Dharma Tbk.,Healthcare,Medical Care Facilities,,Tahunan,,2026-08-10,3253222300.0,22.2841,204.9165,,926763000000.0,72495000000.0,196638000000.0,129195000000.0,62.23,13.56,7.82,10.93,5.04,325594000000.0,244132000000.0,81462000000.0,1451329000000.0,666639000000.0,0.49,0.41,0.69,0.63,4.8,173359000000.0,-103472000000.0,69887000000.0,2.39,0.0,,,,,1.0,0.0
CASS,Cahaya Aero Services Tbk.,Industrials,Airports & Air Services,2026-06-30,TTM-gabungan,IDR,2026-08-10,2086950000.0,230.7985,844.5291,,3329044000000.0,481665000000.0,1154153000000.0,1154153000000.0,29.88,29.04,14.47,32.73,16.24,147720000000.0,1584592000000.0,-1436872000000.0,3185475000000.0,1762490000000.0,0.08,-1.24,3.61,3.54,80.41,957319000000.0,-106016000000.0,851303000000.0,1.99,0.0,14.7,38.8,23.6,53.4,3.0,0.0
PBID,Panca Budi Idaman Tbk.,Consumer Cyclical,Packaging & Containers,2026-06-30,TTM-gabungan,IDR,2026-08-10,7500000000.0,82.3387,393.7758,53.0,5762894648000.0,617540535000.0,853358805000.0,822875279000.0,21.85,13.51,10.72,20.55,17.04,209911231000.0,183643970000.0,17117465000.0,3686511847000.0,2953318454000.0,0.07,0.02,3.79,1.41,56.06,583985809000.0,-60925447000.0,523060362000.0,0.95,64.37,43.0,179.4,1.1,4.3,2.0,0.0
AMAR,Bank Amar Indonesia Tbk.,Financial Services,Banks - Regional,2026-06-30,TTM-gabungan,IDR,2026-08-10,18013673305.0,15.2768,190.8562,11.55,1930738000000.0,275191000000.0,,,,,14.25,8.04,4.68,10336000000.0,681081000000.0,-670745000000.0,6611755000000.0,3438022000000.0,0.0,,,,,164586000000.0,-24859000000.0,139727000000.0,0.6,67.81,24.4,7.3,29.2,,3.0,0.0
VICI,Victoria Care Indonesia Tbk.,Consumer Defensive,Household & Personal Products,2026-03-31,TTM,IDR,2026-08-10,6708000000.0,18.6285,166.6619,8.0,1449234286495.0,124959915136.0,191821776139.0,169019156032.0,55.18,12.1,8.62,11.47,9.38,78813514412.0,51170641068.0,25460080555.0,1352617099655.0,1117968169105.0,0.07,0.13,5.29,3.08,25.31,172145178938.0,-22590141347.0,149555037591.0,1.38,53.68,11.9,-30.9,10.5,11.9,1.0,0.0
MTLA,Metropolitan Land Tbk.,Real Estate,Real Estate Services,2026-03-31,TTM-gabungan,IDR,2026-08-10,7655126330.0,52.2247,724.6763,9.7,1777119000000.0,399787000000.0,475015000000.0,464449000000.0,51.02,29.02,22.5,7.47,5.12,1222979000000.0,441098000000.0,771401000000.0,8185659000000.0,5547489000000.0,0.22,1.62,3.26,0.74,501.56,37100000000.0,-122658000000.0,-85558000000.0,0.09,21.54,-49.4,-60.0,8.7,1.5,2.0,0.0
LINK,Link Net Tbk.,Communication Services,Telecom Services,2026-03-31,TTM,IDR,2026-08-10,2753953884.0,-555.9047,1138.3931,,2932671000000.0,-1530936000000.0,713704000000.0,-1057455000000.0,50.68,-34.13,-52.2,-39.33,-10.98,8125406000000.0,488603000000.0,7630966000000.0,13669601000000.0,3135082000000.0,2.59,10.69,0.22,0.22,-2.25,357234000000.0,-1373483000000.0,-1016249000000.0,-0.23,0.0,-18.4,-23.1,-11.0,,0.0,0.09
NOBU,Bank Nationalnobu Tbk.,Financial Services,Banks - Regional,2026-06-30,TTM,IDR,2026-08-10,7478443899.0,78.5185,594.8451,,1849079000000.0,587196000000.0,,,,,31.76,14.07,1.48,10193000000.0,4100277000000.0,-4090084000000.0,43160198000000.0,4448516000000.0,0.0,,,,,3212247000000.0,-472968000000.0,2739279000000.0,5.47,0.0,30.4,50.4,30.6,66.7,3.0,0.0
BANK,Bank Aladin Syariah Tbk.,Financial Services,Banks - Regional,2026-06-30,TTM-gabungan,IDR,2026-08-10,14089731085.0,7.5211,234.7991,,754001000000.0,105970000000.0,,,,,14.05,3.27,0.84,1008580000000.0,3083316000000.0,999482000000.0,15142009000000.0,3308256000000.0,0.3,,,,,4477555000000.0,-3000000000.0,4474555000000.0,42.25,0.0,-8.0,-55.0,126.9,,3.0,-3.64
MKAP,Multikarya Asia Pasifik Raya,Energy,Oil & Gas Equipment & Services,2026-06-30,TTM,IDR,2026-08-10,3250000000.0,13.0241,104.5854,5.0,385837800323.0,42328274845.0,72173652360.0,66266638736.0,31.57,13.59,10.97,13.27,8.58,123614275676.0,32349756574.0,89418108280.0,509095244521.0,339902498017.0,0.36,1.24,2.45,1.53,5.02,101687459622.0,-71345049517.0,38627644323.0,2.4,55.87,25.4,-5.3,27.7,,3.0,0.0
WIIM,Wismilak Inti Makmur Tbk.,Consumer Defensive,Tobacco,2026-06-30,TTM-gabungan,IDR,2026-08-10,2086903760.0,275.1653,1098.9882,104.4,6735437680984.0,574243524613.0,782346632397.0,759563775919.0,23.27,11.1,8.53,26.85,17.34,191637097350.0,199617349150.0,1499076796.0,3395753959222.0,2293482571440.0,0.08,0.0,2.48,0.58,43.14,490328491484.0,-273493446294.0,216835045190.0,0.85,37.87,19.1,112.3,19.9,18.9,2.0,0.54
TBLA,Tunas Baru Lampung Tbk,Consumer Defensive,Packaged Foods,2026-06-30,TTM-gabungan,IDR,2026-08-10,6004151372.0,147.1155,1610.3873,60.0,24010222000000.0,883304000000.0,2705198000000.0,2574640000000.0,16.86,10.62,3.68,9.61,2.96,19114830000000.0,529194000000.0,18561224000000.0,31759505000000.0,9669009000000.0,1.98,6.86,1.23,0.82,1.77,-535558000000.0,-1520846000000.0,-2056404000000.0,-0.61,8.0,-1.2,-43.7,11.3,4.0,2.0,-0.35
HEXA,Hexindo Adiperkasa Tbk,Industrials,Industrial Distribution,2026-06-30,TTM,USD,2026-08-10,840000000.0,296.135,3593.5038,429.07,8977991174130.0,248753382130.0,532679456815.0,432679614510.0,14.8,4.15,2.77,8.05,3.16,1574603439750.0,309060920465.0,1262711773125.0,7279210100140.0,3018543208230.0,0.52,2.37,1.65,0.59,3.84,1824279411625.0,-41689196560.0,1782590215065.0,7.33,152.26,-8.1,-28.7,-6.5,-32.3,1.0,0.0
ARGO,Argo Pantes Tbk,Consumer Cyclical,Textile Manufacturing,2026-06-30,TTM,IDR,2026-08-10,3174339029.0,8.227,50.2605,,109555901875.0,26115145051.0,34310125806.0,16878916047.0,121.16,13.29,23.84,17.83,2.24,687171143780.0,72465372190.0,614483689750.0,1182309653588.0,159543863030.0,4.31,17.91,0.52,0.51,1.31,94014379062.0,-28697291463.0,65317087599.0,3.6,0.0,-7.0,-248.1,6.7,,3.0,0.0
RDTX,Roda Vivatex Tbk,Real Estate,Real Estate Services,2026-06-30,TTM-gabungan,IDR,2026-08-10,268800000.0,1552.2475,12849.7929,588.0,600368044093.0,417244128617.0,418761306307.0,418572436230.0,67.16,61.67,69.5,12.72,11.39,0.0,770906195811.0,-770906195811.0,3843123443309.0,3454024331958.0,0.0,-1.84,5.01,4.99,,508016215191.0,-21831564229.0,486184650962.0,1.22,37.78,21.9,54.1,3.8,9.0,2.0,0.0
AGRO,Bank Raya Indonesia Tbk.,Financial Services,Banks - Regional,2026-03-31,TTM-gabungan,IDR,2026-08-10,24669559394.0,-20.6224,119.5169,,917570456000.0,-508745511000.0,,,,,-55.44,-15.89,-3.92,36406925000.0,857631539000.0,-821224614000.0,12815547660000.0,2948428386000.0,0.01,,,,,609120480000.0,-62795993000.0,546324487000.0,-1.2,0.0,-22.9,-60.1,-11.9,,2.0,-0.08
PSGO,Palma Serasih Tbk.,Consumer Defensive,Farm Products,2026-06-30,TTM-gabungan,IDR,2026-08-10,18850000000.0,21.2201,147.7974,6.0,2472103641056.0,399999350719.0,564600126123.0,553023189361.0,33.08,22.97,16.18,15.04,11.04,139852173747.0,559379327402.0,62009749974.0,3203027103620.0,2785980595460.0,0.05,0.11,2.91,2.16,10.99,728829210281.0,-164138774953.0,564690435328.0,1.82,28.28,16.6,1.9,9.0,19.8,2.0,0.0
GGRP,Gunung Raja Paksi Tbk.,Basic Materials,Steel,2026-03-31,TTM,USD,2026-08-10,12111376157.0,-44.7597,960.5098,28.0,3376796461830.0,-542101408805.0,-645548478300.0,-645548478300.0,-9.35,-18.68,-16.05,-4.55,-3.86,1242892908180.0,968595197020.0,274297711160.0,13748279174630.0,11633095223255.0,0.11,,4.39,1.85,-9.76,152541322065.0,-99977085340.0,52564236725.0,-0.28,0.0,6.3,125.1,-41.7,,1.0,0.0
DKFT,Central Omega Resources Tbk.,Basic Materials,Other Industrial Metals & Mining,2026-06-30,TTM-gabungan,IDR,2026-08-10,5513485875.0,121.4482,278.9821,70.0,1632331515159.0,669602916415.0,829672086845.0,721836738675.0,52.75,38.11,41.02,53.02,22.7,519153216134.0,659664734928.0,145434374839.0,3219670929659.0,1538163945576.0,0.34,0.18,2.74,2.45,417.33,552796370694.0,-46295456497.0,506500914197.0,0.83,50.08,19.0,21.7,26.6,114.0,3.0,0.0
DWGL,Dwi Guna Laksana Tbk.,Energy,Thermal Coal,2026-03-31,TTM-gabungan,IDR,2026-08-10,9252820991.0,24.086,58.1652,,3423931555000.0,222863468000.0,330299636000.0,326686821000.0,11.44,9.71,6.51,54.81,14.01,299965880000.0,422659881000.0,6641294000.0,1581400249000.0,538192098000.0,0.56,0.02,1.63,1.58,6.86,219164592000.0,-1018486000.0,218146106000.0,0.98,0.0,-9.1,52.7,7.9,304.3,3.0,0.0
NIRO,City Retail Developments Tbk,Real Estate,Real Estate Services,2026-03-31,TTM,IDR,2026-08-10,22198871804.0,-8.7517,75.3387,,1575531835856.0,-194276817070.0,469025179819.0,382134342381.0,50.65,23.07,-12.33,-11.02,-1.35,7558725879053.0,1147586687330.0,6407315515083.0,14339431804885.0,1672433565411.0,4.52,13.66,0.9,0.88,0.54,-563251354762.0,-7491030294.0,-570742385056.0,2.9,0.0,16.5,19.6,18.6,,1.0,0.0
SMIL,Sarana Mitra Luas Tbk.,Industrials,Rental & Leasing Services,2026-06-30,TTM-gabungan,IDR,2026-08-10,8709668469.0,8.6973,91.4489,3.69,449859046026.0,75750235404.0,131239168342.0,127897140576.0,39.1,27.12,16.84,9.8,6.55,376463502412.0,7981253788.0,368482248624.0,1197964694007.0,796490018860.0,0.47,2.81,4.07,2.76,3.91,249501265639.0,-303567462947.0,-54066197308.0,3.29,0.0,21.5,8.2,15.9,4.1,1.0,-0.46
TFCO,Tifico Fiber Indonesia Tbk.,Consumer Cyclical,Textile Manufacturing,2026-06-30,TTM,USD,2026-08-10,4823076400.0,-5.9501,1161.1846,,3434093720915.0,-28697669825.0,25991527375.0,24760892530.0,0.77,-0.88,-0.84,-0.51,-0.47,15610105500.0,544117434300.0,-528507328800.0,6111721640475.0,5600482033795.0,0.0,-20.33,6.2,3.37,21.77,-356103759660.0,-32277921335.0,-388381680995.0,12.41,0.0,7.1,246.1,-5.8,,0.0,0.0
MMIX,Multi Medika Internasional T,Healthcare,Pharmaceutical Retailers,,Tahunan,,2026-08-10,4800000000.0,5.2176,5.4995,,181842177291.0,25044692169.0,33578895203.0,33092867897.0,37.23,18.19,13.77,94.88,22.92,416240848.0,1624244003.0,-1208003155.0,109267361311.0,26397567356.0,0.02,-0.04,1.26,0.81,37.6,6055318259.0,-4826959676.0,1228358583.0,0.24,0.0,,,,,,
BBYB,Bank Neo Commerce Tbk.,Financial Services,Banks - Regional,2026-06-30,TTM-gabungan,IDR,2026-08-10,13350482346.0,43.7806,331.0363,,2377881000000.0,584492000000.0,,,,,24.58,14.34,3.28,34885000000.0,2825240000000.0,-2790355000000.0,17453519000000.0,4419494000000.0,0.01,,,,,2250478000000.0,-57176000000.0,2193302000000.0,3.85,0.0,-11.2,-1.3,12.3,,3.0,0.0
BEEF,Estika Tata Tiara Tbk.,Consumer Defensive,Packaged Foods,2026-06-30,TTM-gabungan,IDR,2026-08-10,8120249598.0,9.5812,45.54,,5396756238692.0,77801875863.0,229853255929.0,184991170940.0,7.18,3.44,1.44,23.08,3.58,1427396436164.0,19221578185.0,1403828914934.0,2163074224101.0,369795857700.0,3.86,6.11,1.0,0.24,2.0,-33811245027.0,-466882388299.0,-500693633326.0,-0.43,0.0,-53.3,-97.4,449.0,,3.0,0.0
ARNA,Arwana Citramulia Tbk,Industrials,Building Products & Equipment,2026-06-30,TTM-gabungan,IDR,2026-08-10,7029976876.0,59.3173,253.0283,45.0,3021123223358.0,416998910396.0,557712009883.0,553918465727.0,30.6,18.61,13.8,22.48,15.0,14153474812.0,125038474878.0,-110885000066.0,2780293040761.0,1778782909748.0,0.01,-0.2,1.64,1.45,112.5,782699738783.0,-359037329208.0,423662409575.0,1.88,76.19,30.1,30.9,4.1,-11.4,0.0,-0.51
SOCI,Soechi Lines Tbk.,Industrials,Marine Shipping,2026-03-31,TTM-gabungan,USD,2026-08-10,7059000000.0,25.3098,1035.5909,2.0,2655626500010.0,178662000990.0,466547236870.0,418847376915.0,28.64,21.43,6.73,2.48,1.68,2746603640935.0,156298495210.0,2186441036285.0,10583695319725.0,7310235997570.0,0.38,4.69,0.68,0.55,2.01,751864577530.0,-575249513135.0,176615064395.0,4.21,8.2,-21.7,7.3,2.5,5.8,2.0,0.0
DAAZ,Daaz Bara Lestari Tbk.,Basic Materials,Other Industrial Metals & Mining,2026-03-31,TTM-gabungan,IDR,2026-08-10,1997000000.0,125.5795,839.8855,39.0,13894201971300.0,250782248123.0,558126408443.0,552980978545.0,6.29,4.39,1.8,15.39,4.29,2909200288487.0,701016306291.0,2208183982196.0,6554482086832.0,1677251342479.0,1.73,3.96,1.63,1.33,2.57,113294051067.0,-340574268831.0,-227280217764.0,0.45,100.0,,,27.4,-11.5,1.0,0.0
ROCK,Rockfields Properti Indonesi,Real Estate,Real Estate Services,2026-06-30,TTM,IDR,2026-08-10,1435185100.0,21.0579,582.5972,,138229716676.0,30221943557.0,46340170576.0,45149686337.0,51.65,32.01,21.86,3.67,3.2,43988335713.0,60602818489.0,7527005563.0,939650763958.0,836134817102.0,0.05,0.16,2.61,2.61,98.48,75111741386.0,-2690859416.0,72420881970.0,2.49,0.0,-6.8,-22.8,11.6,65.8,2.0,0.0
KEJU,Mulia Boga Raya Tbk.,Consumer Defensive,Packaged Foods,2026-06-30,TTM-gabungan,IDR,2026-08-10,5619216099.0,34.4314,151.8316,16.0,1785035822928.0,193477297396.0,247075851208.0,246936186657.0,27.75,13.0,10.84,23.48,16.02,100000000000.0,166673078923.0,-66673078923.0,1338082633118.0,853174480968.0,0.12,-0.27,1.77,0.99,178.67,153186891796.0,-291291192895.0,-138104301099.0,0.79,46.48,31.4,-10.3,13.0,15.2,2.0,-0.1
ROTI,Nippon Indosari Corpindo Tbk,Consumer Defensive,Packaged Foods,2026-06-30,TTM-gabungan,IDR,2026-08-10,5622275488.0,33.918,283.7427,80.04,3758776254508.0,190696149628.0,355576167515.0,307926169624.0,52.83,7.95,5.07,9.79,5.31,994998377395.0,168660100381.0,794332087119.0,3471188331300.0,1595279769447.0,0.62,2.23,0.86,0.66,5.13,472600038424.0,-102535200085.0,370064838339.0,2.48,236.8,4.8,-92.4,-1.5,-15.7,1.0,-0.75
KEEN,Kencana Energi Lestari Tbk.,Utilities,Utilities - Independent Power Producers,2026-06-30,TTM,USD,2026-08-10,3666312500.0,27.7286,872.1525,8.22,571069888290.0,101661793585.0,244633181210.0,243111964260.0,54.99,44.48,17.8,3.21,1.59,1804607427700.0,27121736675.0,1777485691025.0,6413398112330.0,3197583745840.0,0.56,7.27,1.56,1.56,2.26,105893985065.0,-1140388645.0,139568448580.0,1.04,30.53,-13.9,-37.4,-6.4,-14.8,2.0,0.0
SDRA,Bank Woori Saudara Indonesia,Financial Services,Banks - Regional,2026-06-30,TTM-gabungan,IDR,2026-08-10,14692189889.0,-37.4308,758.6385,8.0,1759314000000.0,-549940000000.0,,,,,-31.26,-4.4,-1.03,7493406000000.0,4613699000000.0,2850301000000.0,49130145000000.0,11146061000000.0,0.67,,,,,4391461000000.0,-50310000000.0,4341151000000.0,-7.99,0.0,5.1,215.7,-5.0,,0.0,0.0
GOLF,Intra Golflink Resorts Tbk.,Consumer Cyclical,Leisure,2026-06-30,TTM-gabungan,IDR,2026-08-10,19486760000.0,2.7354,411.5785,0.53,238059672812.0,53304238099.0,67951830220.0,64475818367.0,58.49,29.29,22.39,0.67,0.61,484076460389.0,235494358132.0,243178551379.0,8686464348686.0,8020331057708.0,0.06,3.58,5.86,3.26,25.79,-18485931349.0,-194179255273.0,-212665186622.0,-0.35,44.78,124.2,746.8,24.5,26.6,2.0,0.0
